0	304	9.0
0	125	12.0
0	0	9.0
2	345	8.0
2	4	8.0
2	2	16.0
4	116	12.0
4	305	16.0
4	339	4.0
4	337	6.0
4	319	4.0
4	223	27.0
4	188	16.0
4	173	8.0
4	114	4.0
4	26	6.0
4	354	15.0
4	181	9.0
4	178	3.0
4	167	9.0
4	162	3.0
4	148	9.0
4	89	13.0
4	88	9.0
4	33	3.0
4	345	4.0
4	4	67.0
4	2	8.0
11	11	16.0
13	363	16.0
13	353	4.0
13	348	12.0
13	314	16.0
13	300	12.0
13	218	8.0
13	191	12.0
13	189	16.0
13	158	12.0
13	156	16.0
13	135	16.0
13	107	16.0
13	92	12.0
13	68	16.0
13	44	16.0
13	43	12.0
13	13	16.0
16	322	9.0
16	294	9.0
16	221	9.0
16	220	12.0
16	219	9.0
16	217	3.0
16	153	12.0
16	84	9.0
16	16	9.0
18	18	16.0
20	344	12.0
20	299	12.0
20	20	16.0
22	22	9.0
24	323	12.0
24	271	12.0
24	142	9.0
24	65	12.0
24	24	9.0
26	354	9.0
26	339	6.0
26	337	9.0
26	319	6.0
26	223	9.0
26	188	6.0
26	173	12.0
26	114	6.0
26	89	6.0
26	26	9.0
26	4	6.0
27	145	9.0
27	27	47.0
33	354	3.0
33	181	3.0
33	178	1.0
33	167	3.0
33	162	1.0
33	148	3.0
33	89	3.0
33	88	3.0
33	33	1.0
33	4	3.0
34	360	6.0
34	303	6.0
34	283	9.0
34	197	12.0
34	177	6.0
34	115	9.0
34	83	6.0
34	69	9.0
34	38	9.0
34	34	9.0
36	269	9.0
36	216	9.0
36	210	12.0
36	199	6.0
36	172	9.0
36	145	9.0
36	95	9.0
36	36	9.0
38	360	6.0
38	303	6.0
38	283	9.0
38	197	12.0
38	177	6.0
38	115	9.0
38	83	6.0
38	69	9.0
38	38	9.0
38	34	9.0
39	355	6.0
39	352	12.0
39	333	12.0
39	256	9.0
39	221	6.0
39	213	12.0
39	132	6.0
39	125	9.0
39	84	6.0
39	39	9.0
41	311	4.0
41	288	6.0
41	175	6.0
41	41	4.0
43	363	12.0
43	353	3.0
43	348	9.0
43	314	12.0
43	300	9.0
43	218	6.0
43	191	9.0
43	189	12.0
43	158	9.0
43	156	12.0
43	135	12.0
43	107	12.0
43	92	9.0
43	68	12.0
43	44	12.0
43	43	9.0
43	13	12.0
44	317	6.0
44	128	8.0
44	256	4.0
44	61	2.0
44	363	16.0
44	353	4.0
44	348	12.0
44	314	16.0
44	300	12.0
44	218	14.0
44	191	12.0
44	189	16.0
44	158	12.0
44	156	16.0
44	135	16.0
44	107	16.0
44	92	12.0
44	68	16.0
44	44	24.0
44	43	12.0
44	13	16.0
47	47	16.0
49	318	8.0
49	250	12.0
49	49	16.0
51	350	12.0
51	280	12.0
51	270	12.0
51	51	9.0
53	145	9.0
53	113	12.0
53	110	6.0
53	109	9.0
53	53	9.0
55	316	16.0
55	156	16.0
55	55	32.0
58	307	1.0
58	58	10.0
61	127	16.0
61	256	2.0
61	61	17.0
61	44	2.0
63	297	16.0
63	289	16.0
63	63	16.0
65	323	16.0
65	271	16.0
65	142	12.0
65	65	16.0
65	24	12.0
66	145	4.0
66	66	4.0
68	313	9.0
68	155	9.0
68	149	12.0
68	363	16.0
68	353	4.0
68	348	12.0
68	314	16.0
68	300	12.0
68	218	8.0
68	191	12.0
68	189	16.0
68	158	12.0
68	156	16.0
68	135	16.0
68	107	16.0
68	92	12.0
68	68	25.0
68	44	16.0
68	43	12.0
68	13	16.0
69	249	4.0
69	360	6.0
69	303	6.0
69	283	9.0
69	197	12.0
69	177	6.0
69	115	9.0
69	83	6.0
69	69	34.0
69	38	9.0
69	34	9.0
72	362	16.0
72	350	8.0
72	72	16.0
74	364	2.0
74	196	6.0
74	152	6.0
74	145	6.0
74	123	6.0
74	108	8.0
74	96	4.0
74	74	4.0
76	320	9.0
76	255	9.0
76	76	13.0
79	362	8.0
79	195	16.0
79	151	12.0
79	120	16.0
79	79	16.0
81	276	6.0
81	187	6.0
81	81	4.0
83	360	4.0
83	303	4.0
83	283	6.0
83	197	8.0
83	177	4.0
83	115	6.0
83	83	4.0
83	69	6.0
83	38	6.0
83	34	6.0
84	315	12.0
84	271	12.0
84	183	9.0
84	355	4.0
84	352	20.0
84	333	20.0
84	256	6.0
84	213	20.0
84	132	4.0
84	125	18.0
84	39	6.0
84	322	9.0
84	294	9.0
84	221	13.0
84	220	12.0
84	219	9.0
84	217	3.0
84	153	12.0
84	84	35.0
84	16	9.0
88	354	9.0
88	181	9.0
88	178	3.0
88	167	9.0
88	162	3.0
88	148	9.0
88	89	9.0
88	88	9.0
88	33	3.0
88	4	9.0
89	339	4.0
89	337	6.0
89	319	4.0
89	223	6.0
89	188	4.0
89	173	8.0
89	114	4.0
89	26	6.0
89	354	15.0
89	181	9.0
89	178	3.0
89	167	9.0
89	162	3.0
89	148	9.0
89	89	13.0
89	88	9.0
89	33	3.0
89	4	13.0
90	314	16.0
90	313	8.0
90	300	4.0
90	90	16.0
92	363	12.0
92	353	3.0
92	348	9.0
92	314	12.0
92	300	9.0
92	218	6.0
92	191	9.0
92	189	12.0
92	158	9.0
92	156	12.0
92	135	12.0
92	107	12.0
92	92	9.0
92	68	12.0
92	44	12.0
92	43	9.0
92	13	12.0
93	93	16.0
95	269	9.0
95	216	9.0
95	210	12.0
95	199	6.0
95	172	9.0
95	145	9.0
95	95	9.0
95	36	9.0
96	341	6.0
96	364	2.0
96	196	6.0
96	152	6.0
96	145	6.0
96	123	6.0
96	108	8.0
96	96	38.0
96	74	4.0
100	361	9.0
100	257	9.0
100	165	9.0
100	100	18.0
103	103	1.0
105	351	12.0
105	338	12.0
105	308	16.0
105	303	4.0
105	203	16.0
105	152	16.0
105	105	16.0
107	363	16.0
107	353	4.0
107	348	12.0
107	314	16.0
107	300	12.0
107	218	8.0
107	191	12.0
107	189	16.0
107	158	12.0
107	156	16.0
107	135	16.0
107	107	16.0
107	92	12.0
107	68	16.0
107	44	16.0
107	43	12.0
107	13	16.0
108	364	4.0
108	196	12.0
108	152	12.0
108	145	12.0
108	123	12.0
108	108	16.0
108	96	8.0
108	74	8.0
109	145	9.0
109	113	12.0
109	110	6.0
109	109	9.0
109	53	9.0
110	145	6.0
110	113	8.0
110	110	4.0
110	109	6.0
110	53	6.0
111	351	16.0
111	311	12.0
111	111	16.0
113	145	12.0
113	113	16.0
113	110	8.0
113	109	12.0
113	53	12.0
114	354	6.0
114	339	4.0
114	337	6.0
114	319	4.0
114	223	6.0
114	188	4.0
114	173	8.0
114	114	4.0
114	89	4.0
114	26	6.0
114	4	4.0
115	360	6.0
115	303	6.0
115	283	9.0
115	197	12.0
115	177	6.0
115	115	9.0
115	83	6.0
115	69	9.0
115	38	9.0
115	34	9.0
116	223	12.0
116	116	16.0
116	4	12.0
117	303	2.0
117	289	3.0
117	279	1.0
117	261	2.0
117	210	2.0
117	201	3.0
117	200	3.0
117	176	3.0
117	124	2.0
117	306	2.0
117	117	5.0
120	362	8.0
120	195	16.0
120	151	12.0
120	120	16.0
120	79	16.0
121	209	9.0
121	190	6.0
121	121	9.0
123	364	3.0
123	196	9.0
123	152	9.0
123	145	9.0
123	123	9.0
123	108	12.0
123	96	6.0
123	74	6.0
124	303	4.0
124	289	6.0
124	279	2.0
124	261	4.0
124	210	4.0
124	201	6.0
124	200	6.0
124	176	6.0
124	124	4.0
124	117	2.0
125	355	6.0
125	352	28.0
125	333	28.0
125	256	9.0
125	221	6.0
125	213	28.0
125	132	6.0
125	84	18.0
125	39	9.0
125	304	12.0
125	125	57.0
125	0	12.0
127	127	16.0
127	61	16.0
128	317	12.0
128	218	12.0
128	128	32.0
128	44	8.0
130	130	9.0
132	355	4.0
132	352	8.0
132	333	8.0
132	256	6.0
132	221	4.0
132	213	8.0
132	132	4.0
132	125	6.0
132	84	4.0
132	39	6.0
133	219	9.0
133	133	9.0
135	363	16.0
135	353	4.0
135	348	12.0
135	314	16.0
135	300	12.0
135	218	8.0
135	191	12.0
135	189	16.0
135	158	12.0
135	156	16.0
135	135	16.0
135	107	16.0
135	92	12.0
135	68	16.0
135	44	16.0
135	43	12.0
135	13	16.0
136	136	4.0
138	138	16.0
140	140	1.0
142	323	12.0
142	271	12.0
142	142	9.0
142	65	12.0
142	24	9.0
143	194	6.0
143	143	4.0
145	364	3.0
145	196	9.0
145	152	9.0
145	123	9.0
145	108	12.0
145	96	6.0
145	74	6.0
145	66	4.0
145	113	12.0
145	110	6.0
145	109	9.0
145	53	9.0
145	269	9.0
145	216	9.0
145	210	12.0
145	199	6.0
145	172	9.0
145	95	9.0
145	36	9.0
145	145	60.0
145	27	9.0
148	354	9.0
148	181	9.0
148	178	3.0
148	167	9.0
148	162	3.0
148	148	9.0
148	89	9.0
148	88	9.0
148	33	3.0
148	4	9.0
149	202	6.0
149	313	12.0
149	155	12.0
149	149	20.0
149	68	12.0
151	362	6.0
151	195	12.0
151	151	9.0
151	120	12.0
151	79	12.0
152	351	12.0
152	338	12.0
152	308	16.0
152	303	4.0
152	203	16.0
152	105	16.0
152	364	3.0
152	196	9.0
152	152	25.0
152	145	9.0
152	123	9.0
152	108	12.0
152	96	6.0
152	74	6.0
153	174	12.0
153	322	12.0
153	294	12.0
153	221	12.0
