id,position
6905,Undergraduate Instructor
6906,Television Editor Intern
6907,Newspaper Page Designer
6908,Cryptologic Warfare Officer
6909,Senior Software Engineer
6910,Software Engineer
6911,Web Developer
6912,Logistics Analyst Co-op
6913,Engineering Intern
6914,Student Intern
6915,Engineering Intern I
6916,Learning Intern
6917,Web Acessibility Intern
6918,Fullstack Intern
6919,Pavement Management Intern
6920,Senior Software Engineer Technical Lead
6921,Software Engineering Intern
6922,Software Engineer
6923,Software Developer
6924,Intern
6925,Software Developer II
6926,Software Developer
6927,Intern
6928,Senior Design Engineer
6929,Software Developement Engineer
6930,Post-master Research Associate
6931,Researcher
6932,Teaching Assistant
6933,Research Assistant
6934,Teaching Assistant
6935,Researcher
6936,Software Tools Development Intern
6937,Software Developer Internship
6938,Summer Analyst
6939,Undergraduate Research Assistant
6940,Grader
6941,Forward Deployed Engineer
6942,Forward Deployed Engineer Intern
6943,Performance Engineering Intern
6944,Software Development Engineer Intern
6945,Summer Research Intern
6946,Software Engineer
6947,Frontend Developer
6948,Web Developer
6949,Web Developement Intern
6950,Desktop Support Specialist
6951,Research Assistant
6952,Software Engineer l
6953,Graduate Teaching Assistant
6954,Front-End Developer Intern
6955,Java Trainee
6956,Product Developer
6957,Research Intern
6958,Research Team Member
6959,Data Intern
6960,Web Developer Intern 
6961,Summer Intern
6962,Spring Intern
6963,Full Stack Engineer
6964,Software Engineer (Vendor)
6965,Specialist Programmer
6966,Freelance Software Development Tutor
6967,Computer Science Tutor
6968,Winter Intern
6969,Digital Marketing and Web Operations Intern
6970,Software Engineer - Associate
6971,"Intern, Veteran Integration Program "
6972,Entrepreneur
6973,Assistant Professor of Aerospace Studies
6974,Engineering Manager
6975,Student Pilot
6976,"Wing Information Services Engineer ""WISE guy"""
6977,Software Developer (Prototype)
6978,Software Engineering Intern
6979,Research Student
6980,Campus Ambassador
6981,Event Manager
6982,Trainee
6983,Software Engineer
6984,Software Engineer II
6985,Frontend Web Developer
6986,Business Analyst
6987,Research Intern
6988,Data Science Intern
6989,Co-founder and CEO
6990,Natural Language Processing Researcher
6991,Computer Vision Intern
6992,Natural Language Research Intern
6993,Machine Learning Intern
6994,Curriculum Developer
6995,Computer Vision Researcher
6996,Full-stack Developer
6997,New Media Coordinator
6998,"Tour Guide, Information Session Leader"
6999,Information Session Coordinator
7000,"Technology Intern, Multimedia Publishing"
7001,Post-Production Management Intern
7002,Teaching Assistant
7003,Executive Director
7004,Facebook University Engineering Intern (iOS)
7005,Teaching Fellow
7006,Director of Design
7007,Entrepreneurship Intern
7008,Engineering Intern
7009,Event Photographer
7010,Intern
7011,Student
7012,Sr. Software Engineer
7013,Full Stack Developer
7014,Director Of Web Development
7015,Online Software Engineer
7016,Online Software Engineer Intern
7017,Software Engineer Intern
7018,Tutor
7019,Software Developer
7020,Intern
7021,Lead/Developer
7022,Senior Software Engineer
7023,Senior Software Developer
7024,Software Application Developer
7025,Software Developer Intern
7026,Software Enginner
7027,Student
7028,Technology Developer and Analyst Intern
7029,Software Engineer
7030,Senior Software Programmer
7031,TFDP Software Developer
7032,Software Engineer
7033,Software Engineer
7034,Story Cache | Social media event planning tool 
7035,CS-Wars | Algorithm goal setting tool connected to Code Wars API
7036,DerbyListing 2.0| React front end connected to a PostgreSQL database 
7037,Engineer
7038,Software Engineer
7039,Senior Software Engineer
7040,Senior Software Architect
7041,Recitation Leader
7042,Tutor
7043,Grader
7044,Business Technology Associate
7045,Summer Intern
7046,Marketing Co-ordinator
7047,Software Engineering Intern
7048,Compiler Developer Intern
7049,Software Engineer Intern
7050,Technical System Analyst Intern
7051,Researcher PhD Student
7052,Research Assistant
7053,Graduate Student Intern
7054,Consultant
7055,Software Engineer
7056,Web Developer
7057,Software Engineer
7058,Software Engineer II
7059,Summer Analyst - Technology
7060,Principal Software Engineer Lead
7061,Principal Software Developer
7062,Intern
7063,IT Technician
7064,Web Developer
7065,Research Assistant
7066,Senior Software Engineer
7067,Software Engineer
7068,Process Engineer
7069,Process Engineering Intern
7070,Engineering Intern
7071,Student Worker
7072,AEMES Tutor
7073,Senior Software Developer Engineer
7074,Software Engineer
7075,Software Developer
7076,Senior Software Engineering Lead
7077,Data Analyst Contractor
7078,Co-Founder
7079,Partner/Software Engineer
7080,Intern Screen Clerk
7081,Android Instructor
7082,Android Teacher Assistant
7083,Software Engineer
7084,College Assistant
7085,Android Development Fellowship
7086,Math Tutor
7087,Math Tutor
7088,CS Research
7089,Coding Mentor
7090,Sound Designer
7091,Software Engineering Intern
7092,Research Aide
7093,Consulting Intern
7094,Scanning Tunneling Microscopy Research Lab Intern
7095,Software Engineer
7096,Quantitative Software Engineer
7097,Computer Science Teaching Assistant (CSE 143)
7098,Computer Science Teaching Assistant (CSE 311)
7099,Machine Learning Engineer
7100,Graduate Research Assistant
7101,Graduate Teaching Assistant
7102,Summer Research Intern
7103,Assistant Systems Engineer
7104,Summer Internship
7105,Software Engineer III
7106,Software Engineer II
7107,Software Engineer
7108,Freelance Data Engineer
7109,Module Lead
7110,Software Engineer / Manager (Head of Trading)
7111,"Software Engineer, Quant and Trader"
7112,Software Developer
7113,Summer Intern
7114,Software Engineer II
7115,Software Engineering Intern
7116,Software Engineering Intern
7117,Software Development Intern
7118,Engineering Director
7119,Principal Engineering Lead
7120,Lead of Engineering Effectiveness
7121,Product Engineering Lead
7122,Software Engineer
7123,Analyst
7124,Software Engineering Intern
7125,Software Developer
7126,Technical Director
7127,Web Developer
7128,Network Switching Systems Operator/Maintainer
7129,Web Developer/Designer
7130,Software Engineer
7131,Systems Engineer
7132,Operations
7133,Engineering Intern
7134,Software Developer Intern
7135,IT Consultant
7136,Software Engineer II
7137,Software Engineer
7138,Software Engineer Intern
7139,Undergraduate Researcher in Network & Security Research Laboratory
7140,Teaching Assistant/Grader for CIS 105
7141,Summer Full-time Intern as a IOS Developer in Professor Fickas’s Laboratory
7142,Math grader
7143,Software Engineer
7144,Engineering Manager
7145,Private Tutor
7146,NSF REU Participant
7147,SAT/SHSAT Instructor
7148,NSF REU Participant
7149,Member Of Technical Staff
7150,Software Engineer (Systems)
7151,Teaching Assistant
7152,Software Engineer Intern
7153,Web Programmer Intern
7154,Recurser / Programmer
7155,Software Engineer
7156,Distributed System Software Engineer
7157,Cloud Software Engineer
7158,Full Stack Consultant
7159,Software Developer Internship
7160,Undergraduate Research Assistant
7161,Research And Teaching Assistant
7162,Software Developer
7163,Software Architect
7164,Instructor
7165,"Research Intern, Programming Languages and Tools Group"
7166,"Software Development Engineer Intern, Phoenix Compiler Group"
7167,Project Supervisor/System Architect
7168,Software Engineer
7169,Systems Administrator
7170,Software Developer
7171,Systems Administrator
7172,Software Engineer Intern
7173,Software Engineer Intern
7174,Software Engineer
7175,Financial Technology Associate
7176,Student Technician
7177,Software Engineer Intern
7178,Teaching Assistant
7179,Software Engineer
7180,Explorer Intern (PM/Software Engineer)
7181,Tech Support
7182,Tech Support
7183,Naturalist Intern
7184,Application Engineer
7185,Software Developer
7186,Web Designer
7187,Software Developer Engineer
7188,"Master's Student, thesis in Computer Vision"
7189,Research Assistant
7190,Summer Intern
7191,Vice President Research
7192,Senior Quantitative Researcher
7193,Quantitative Researcher
7194,Quantitative Analyst
7195,Software Engineer
7196,Open Source Developer
7197,Intern Software Architecture
7198,Graduate Teaching Assistant - Network Security
7199,Software Engineering Intern
7200,Engineering Trainee
7201,Research Assistant 
7202,Software Engineering Intern (DUV Team)
7203,Software Engineering Intern (EUV Team)
7204,Intern
7205,Software Engineer
7206,Software Engineer
7207,Hosting Services Intern
7208,Data Analyst
7209,Accountant
7210,Business Analyst Intern
7211,Software Engineer
7212,RFID
7213,eMobility (Intern)
7214,Student Assistant
7215,Software Engineering Intern
7216,Teaching Assistant
7217,Engineering Practicum: Technical Software Intern
7218,Technical Software Intern
7219,Software Development Engineer
7220,Software Engineer
7221,Interim Engineering Intern
7222,iPad Application Developer
7223,Associate Software Engineer
7224,Software Trainee
7225,Postdoctoral Researcher
7226,Postdoctoral Associate
7227,Software Engineer
7228,"Teaching Assistant, School of Management"
7229,"Undergraduate Teaching Assistant, Department of Computer Science and Engineering"
7230,"Academic Tutor, Athletics Academic Services"
7231,"Student Assistant, Department of Computer Science and Engineering"
7232,Software Developer
7233,Software Engineering Intern
7234,EECS Research and Innovation Scholar
7235,Engineering Intern
7236,Winter Analyst
7237,Equity Technologies Intern
7238,Undergraduate Researcher
7239,Software Engineering CO-OP
7240,Teaching Assistant of Algorithm Class
7241,Software Engineering Intern
7242,Website Designer Assistant
7243,CS 3110 Teaching Assistant
7244,CS 4410 / 4411 Teaching Assistant
7245,Software Engineering Intern
7246,CS 3110 Consultant
7247,Software Developer
7248,Software Development Engineer Intern
7249,Software Intern
7250,Specialist Software Engineer
7251,Senior Software Engineer
7252,Senior Software Engineer
7253,Senior Software Engineer
7254,Software Engineer
7255,Instructor's Aide
7256,Software Engineer
7257,Senior Software Engineer
7258,"Software Engineer Intern, Azure Compute Fabric Controller"
7259,"Software Engineer Intern, Azure Application Insights"
7260,Research Assistant
7261,Research Intern
7262,Software Engineering Intern
7263,Research Assistant
7264,Software Engineering Intern
7265,Intern
7266,Senior Software Engineer
7267,Software Engineering Intern
7268,Researcher
7269,Student Intern
7270,Intern
7271,Software Developer
7272,Software Engineer - Search Platform
7273,"Director, Technology Innovation"
7274,Software Engineer
7275,Software Engineer Intern
7276,Software Engineer
7277,Software Engineer
7278,NLP Research Intern
7279,Fulbright Grantee
7280,Software Engineer
7281,Senior Software Engineering Consultant
7282,Software Engineering Consultant
7283,"Manager of Operations, I"
7284,Summer Intern
7285,Operations Manager
7286,Senior Software Engineer
7287,Software Engineer -> Senior Software Engineer
7288,Software Engineer
7289,Software Development Engineer
7290,Software Intern
7291,Principal Software Engineer - Microsoft Genomics
7292,Sr Software Engineer 
7293,Sr Technical Evangelist
7294,Sr Application Development Manager
7295,Data Integration Services Architect/Manager
7296,Sr. Software Engineer Lead
7297,Sr Software Engineer Lead
7298,Sr Software Engineer Lead
7299,Senior Frontend Engineer
7300,Software Engineer
7301,Software Engineer-- Pennvention
7302,Consultant & Project Manager
7303,Strategy Intern
7304,Senior Lead Software Engineer
7305,Member of Technical Staff
7306,Software Development Intern
7307,R&D Team Lead
7308,Software Developer
7309,IT Consultant
7310,Software Engineer
7311,Software Development Engineer - Cosmos Baja
7312,Software Engineer Intern at Microsoft
7313,Software Engineering Intern at Microsoft
7314,Explorer Intern (Software Engineering and Program Manager)
7315,Course Producer
7316,Software Engineer
7317,Teacher Assistant
7318,Teacher Assistant 
7319,Software Intern
7320,Organizer
7321,Press Secretary Fellow
7322,Computer Science Teacher
7323,Senior Software Engineer
7324,Researcher
7325,Undergraduate Researcher
7326,Software Engineer
7327,Senior Software Engineer
7328,Computer Science Head Teaching Assistant
7329,Computer Science Teaching Assistant
7330,System Engineering Project
7331,Computer Engineer Intern 
7332,Software Engineer Intern
7333,Research Intern
7334,Software Developer Intern
7335,Explorer Intern (SWE/PM)
7336,IT Assistant
7337,Android Trainer
7338,Android Developer
7339,iOS Grader
7340,Senior Software Engineer
7341,Software Engineer
7342,Co Chair
7343,Consultant
7344,Associate Consultant
7345,Technology Training Supervisor
7346,Undergraduate Research Fellow
7347,News and Information Student Consultant
7348,Technology Trainer
7349,Summer Intern
7350,Chief Technology Officer
7351,CS51 Teaching Fellow
7352,CS50 Teaching Fellow
7353,Board Member
7354,Intern
7355,Student Researcher
7356,Investment Banking Summer Analyst
7357,PGHT Researcher
7358,Planetary Health Undergraduate Fellow
7359,Computer Technician and Data Entry Clerk
7360,Intern
7361,Senior Software Engineer
7362,Software Engineer
7363,Software Engineer
7364,Software and Electrical Engineering Intern
7365,Video Editor
7366,Course Assistant for Microelectronics and Nanotechnology
7367,Software Engineering Intern
7368,Course Assistant for Design Nature
7369,Green Campus Summer Fellowship Intern
7370,Senior Software Engineer
7371,Software Engineer
7372,Software Engineer
7373,Software Engineer
7374,Software Engineer
7375,Student
7376,Software Engineering Intern
7377,Desktop Firefox Engineering Intern
7378,Developer Intern
7379,Full-stack Developer
7380,Web Developer
7381,Prototype Developper
7382,Vector Calculator
7383,Log reports downloading portal
7384,Chroniqueur affilié / Affiliated Columnist
7385,Robot adapté à son environnement / Robot adapted to its environment
7386,Audio Visual & Information Technology Work Study
7387,Audio Visual & Information Technology Work Study
7388,Camp Counselor
7389,Youth Group Leader
7390,Server Assistant
7391,Lifeguard & Swim Instructor
7392,Light Board Operator
7393,Software Engineer
7394,Sales Support Agent
7395,Intern
7396,Software Development Engineer II
7397,Software Development Engineer Intern
7398,Software Engineering Intern
7399,Service Desk Technician
7400,Crew Member
7401,Assistant to Photographer
7402,Engineering Intern
7403,Mentor
7404,Jr. Counselor
7405,Technology Lead for Team KAPZ
7406,Software Engineer 2
7407,Teaching Assistant
7408,Software Developer (Graduate Student Intern)
7409,Associate Software Developer
7410,Software Engineering Intern on Delivery Experience (DEX) Team
7411,Software Engineering Intern on JavaScript Extension Toolkit (JET) Team
7412,Undergraduate Researcher
7413,Software Engineering Intern on Google Maps for Android Team
7414,Software Engineering Intern on Experiences Team
7415,Contracted Developer
7416,Student Researcher
7417,Database Manager
7418,Senior SDET Lead
7419,PROMYS Counselor
7420,Research Assistant
7421,Alumni Advisor
7422,Career Developer
7423,Software Engineer Intern
7424,iOS Developer
7425,Software Engineer
7426,Graduate Student Researcher at Robot Perceiving and Doing Lab
7427,Undergrad Student Researcher at Biorobotics Lab
7428,VR Simulation Intern
7429,Technology Assistant
7430,Data Engineer Lead
7431,Puzzle solver
7432,Insight Fellow
7433,Postdoctoral researcher
7434,Research Intern
7435,Senior Software Engineer
7436,Software Engineer
7437,Full Stack Web Developer CO-OP
7438,Web Programmer
7439,Research And Teaching Assistant
7440,Software Engineering Intern
7441,Undergraduate Researcher
7442,Research Assistant
7443,Independent Consultant
7444,Teaching Assistant
7445,Student Ambassador (President's Office)
7446,Software Engineer
7447,Senior Software Engineer
7448,Software Engineer
7449,Software Developer
7450,Data Analyst
7451,Intern
7452,Research Assistant
7453,Software Engineer
7454,Graduate Teaching Assistant
7455,Full-stack Developer Coop
7456,Senior Programmer
7457,Programmer
7458,Assistant Programmer
7459,Intern
7460,Senior Software Engineer
7461,Associate Software Engineer
7462,Web Developer (Marketing Technology)
7463,Software Engineering Intern
7464,Resident Advisor
7465,Teaching Assistant
7466,Utility Worker
7467,Summer Intern
7468,Software Lead (Capstone Project)
7469,Founding Team Member (Capstone Project)
7470,"Ambassador, Olin College"
7471,Nonprofit Intern
7472,"Engineering, Design & User Research Intern"
7473,Course Assistant for Products & Markets 
7474,GE Boston Civic Fellow & Engineering Intern
7475,"Technical & Creative Design Consultant, Founding Team Member"
7476,Co-Founder and Owner
7477,Software Design Engineer - LEAP Apprentice
7478,Junior Software Engineer
7479,Jr. Full-Stack Web Developer at Launch Academy
7480,America Reads and Counts Teaching Assistant
7481,Research Assistant Intern
7482,Software Engineer II
7483,Software Engineer I
7484,Software Engineer Co Op
7485,Web Developer and Project Manager
7486,Technical Assistant
7487,Software Engineering Co-op
7488,Fundamentals of Computer Science I Tutor/Grader
7489,Principle Software Engineer
7490,Senior Software Engineer
7491,Senior Software Engineer
7492,CAD Software Engineer
7493,Student Developer - Summer of Code 2016
7494,Graduate Research Assistant
7495,Senior Project Associate
7496,Senior Software Engineer
7497,Sofware Engineering Co-op
7498,Software Engineering Intern
7499,Software Engineer
7500,Aviation Structural Mechanic
7501,Design Collaborator
7502,Graduate Researcher
7503,"Teaching Assistant, Interconnected Embedded Systems (6.08)"
7504,Engineering Intern
7505,Data Science Intern
7506,"Student Teacher, Global Teaching Labs"
7507,Technology Development Program Intern
7508,Undergraduate Research Fellow
7509,Undergraduate Researcher
7510,Data Engineer Intern
7511,Backend Software Engineer Intern
7512,iOS Software Engineer Intern
7513,Full Stack Software Engineer Intern
7514,Full Stack Software Engineer Intern
7515,Student Worker at NSERL
7516,Software Project Lead
7517,Software Engineer
7518,Software Engineer
7519,President
7520,Vice President
7521,IT Chair
7522,Case Team Analyst
7523,Software Developer
7524,Global Technology Summer Freshman Analyst
7525,Software Engineer
7526,Technical Support Engineer
7527,Software Engineer I.COLLEGE INTERN.TECH UNDERGRAD
7528,Research Design and Analysis Specialist
7529,Web Designer
7530,Web designer
7531,AV Tech Assistant
7532,Software Engineer
7533,Assistant Programmer
7534,Principal Software Design Engineer
7535,"Member Of Technical Staff 3, Software Engineer"
7536,"Member of Technical Staff 2, Software Engineer"
7537,Graduate Research Assistant
7538,Research Intern (Machine Learning)
7539,Research Associate
7540,Undergraduate Summer Research Intern
7541,Technology Leadership Program Software Engineer
7542,Technology Summer Intern
7543,Summer Camp Counselor
7544,Software Developer
7545,Software Engineer
7546,Graduate Teaching Assistant
7547,Mobile Software Engineer Intern
7548,Assistant System Engineer
7549,Admin and Operations Coordinator
7550,Summer Trainee
7551,Engineering Intern
7552,Principal Software Engineer
7553,"Graduate Student Instructor, Computer Science"
7554,Software Development Intern
7555,Software Engineer
7556,Software Engineer
7557,Software Development Training Program
7558,Senior Consultant
7559,Informatics @ FDA Sentinel Initiative
7560,Business Intelligence | SPDR Exchange Traded Funds (ETFs)
7561,Financial Reporting | Alternative Investments
7562,Performance Analytics Engineer
7563,Edison Engineering Development Program
7564,Instrument Power Support Intern
7565,Senior Software Engineer
7566,Software Engineer - Payment Plan
7567,Software Engineer - RenWeb
7568,"Embedded Developer, Architecture Team"
7569,"Software Engineer (Intern), System/Application software"
7570,Graduate Teaching Assistant
7571,Engineering Manager
7572,SQA Manager
7573,Team Leader
7574,Assistant Team Leader
7575,Teaching Assistant
7576,Duke Visor Software Engineering Intern
7577,Head of Counselor in Training Leadership Program
7578,Cabin Counselor and Waterskiing Instructor
7579,Software Engineer
7580,Associate Software Engineer
7581,Junior Software Engineer
7582,Software Engineering/Research Intern
7583,Lead Software Engineer
7584,Software Engineer
7585,Independent Software Developer
7586,Full-Stack Web Developer
7587,"Internal Consultant, Software Developer, Tutor"
7588,Senior Proctor (RA) & Tutor
7589,Tour Guide
7590,"Co-Founder, CFO, Webmaster"
7591,"Competition Coordinator, Dance Instructor"
7592,Alumni Relations Representative
7593,Software Engineer
7594,Lead Data Scientist
7595,Graduate Student
7596,ITS Helpdesk Specialist
7597,Healthcare Data Analytics Intern
7598,Actuarial Intern
7599,IT Consultant
7600,Floor Staff and Interpreter
7601,Sustainability Intern
7602,Technical Assistant
7603,Laborer
7604,Freelance Interpreter
7605,Senior Software Engineer
7606,Scaleout Backend Engineer
7607,Senior Software Engineer
7608,Edison Engineering Development Program
7609,Summer Technology Analyst
7610,Technical Co-op
7611,Senior Software Development Engineer
7612,Senior Software Engineer in Test
7613,Software Engineer In Test
7614,Software Engineering Intern
7615,Math Tutor
7616,Mentor/Designer
7617,Bass Section Leader
7618,Software Developer
7619,Graduate Teaching Assistant - Network Structures and Cloud Computing
7620,Graduate Teaching Assistant - Web Design and User Experience Engineering
7621,Computer Lab Assistant
7622,Software Developer Co-op - Innovation
7623,Software Engineer 2
7624,Software Engineer 1
7625,Quality Assurance Intern
7626,VP of External Relations
7627,Software Engineer & PM (Explore) Intern
7628,Violin Teacher
7629,Administrative Intern
7630,Software Developer
7631,Software Engineering Intern
7632,Software Developer Internship
7633,Software Engineering Intern
7634,Software Engineer (IC5)
7635,Software Engineer II
7636,Graduate Student
7637,Bachelor Student
7638,Garduate Research Assistant
7639,Research Assistant
7640,Intern
7641,Data Engineer
7642,Teaching Fellow 
7643,Student
7644,Senior Account Manager
7645,Account Manager
7646,Music Consultant
7647,"Executive Assistant, Community Manager"
7648,"Social Media Editor, Sales Intern"
7649,Senior Software Engineer
7650,Senior Software Engineer
7651,Software Engineer
7652,Founder
7653,Jr. Full-Stack Web Developer
7654,Manager of Financial Operations
7655,Chief Financial Officer
7656,Investment Banking Analyst
7657,Staff Consultant
7658,Associate Consultant
7659,Intern
7660,Software Engineer
7661,Software Engineer Co-op
7662,Software Engineer
7663,Quantitative Research Intern
7664,"Assistant Manager, Assistant Librarian"
7665,Intern
7666,Proctor
7667,Summer Intern
7668,Music Teacher
7669,Summer Technology Intern
7670,Software Engineer 2
7671,Software Engineer 1
7672,Mobile Development Consultant
7673,General Assembly Software Engineering Immersion Program
7674,"Math, Science, and Computer Science Teacher"
7675,Math and Science teacher
7676,"Research Assistant, Participant Recruitment Co-coordinator"
7677,Research Assistant
7678,Associate Editor of Psychology and Social Sciences
7679,Research Assistant
7680,Field Researcher
7681,Summer 2018 Software Engineering Intern
7682,Summer 2017 Software Engineering Intern
7683,Intern
7684,Tech Intern
7685,Software Engineer at Microsoft
7686,Electrical and Computer Engineering
7687,Embedded Software Engineering Intern
7688,Research Intern
7689,Research Assistant
7690,Telecommunications Engineering Intern
7691,Software Engineer 
7692,Software Engineer
7693,Research Assistant
7694,Software Developer
7695,Research and Development Intern
7696,Business Manager
7697,Vice President
7698,Director Of Technology
7699,Business Manager
7700,Director of International Programs
7701,Software Engineering Intern
7702,Intern
7703,Director of Operations and Technology
7704,Research Trainee
7705,Legislative Intern
7706,Board Member
7707,Software Engineer
7708,Software Engineer
7709,Application Support Advisor
7710,Full-Stack Developer
7711,Research Assistant
7712,Research Intern
7713,Research Assistant
7714,Grader
7715,Design Engineering Intern
7716,Research Assistant
7717,Research Assistant
7718,Research Assistant
7719,Software Engineer
7720,IT Consultant - UMass Amherst
7721,Treasurer - UMass Motorsports club
7722,Business Intelligence Developer Intern
7723,Senior Software Engineer I
7724,Senior Software Engineer
7725,Teaching Assistant
7726,Software Engineer Co-op
7727,Software Engineer Intern
7728,Software Engineer
7729,Software Engineer Intern
7730,Software Engineer
7731,Founder
7732,Technical Head - Engineer's Student Society
7733,Software Engineer
7734,Account Manager and Software Engineer
7735,Web Development Fellow
7736,Assistant Language Teacher (ALT)
7737,Summer Intern
7738,Collections Management Intern
7739,Staff Software Engineer
7740,"Senior Software Engineer, Employee #1(a)"
7741,Software Engineer Staff
7742,Web Developer
7743,Web Developer
7744,Web Developer
7745,Software Engineer
7746,Software Engineer
7747,Software Engineering Specialist
7748,Web Development Immersive
7749,Invertebrate Paleontology Intern
7750,Research Fellowship
7751,Senior Software Developer
7752,Technical Architect
7753,Technical Architect
7754,Teaching Assistant - CSCIE33 .NET Course
7755,Professor
7756,Project Lead
7757,Software Engineer
7758,Software Engineer
7759,Software Engineer
7760,Software Engineer
7761,Software Development Co-op
7762,Co-Founder
7763,President
7764,Social Media Team Lead
7765,Software Engineer
7766,Software Engineer
7767,Computer Scientist
7768,Intern
7769,Summer Intern
7770,Winter Intern
7771,Software Engineer
7772,Software Engineer
7773,Automation Intern
7774,IT Assistant
7775,Community Management Intern
7776,Classrooms Assistant / Staffroom Consultant / Technical Consultant / Tech Crew
7777,Software Engineering Intern
7778,Founder Fellow
7779,Founding Member
7780,Assistant Instructor
7781,Senior Investment Associate
7782,Co-Founder & Product Lead
7783,Product Manager
7784,Venture Scholar Analyst
7785,Consulting Projects
7786,Research Assistant
7787,Undergraduate Researcher
7788,Senior Software Engineer
7789,Software Engineer
7790,Solutions Engineer
7791,Application Engineer
7792,Software Engineer in Research
7793,Software Engineering Intern
7794,Technical Engineering Co-Op
7795,Software Development Intern
7796,Software Engineer
7797,Software Engineer
7798,"Intern, Software Quality Assurance Engineer"
7799,Software Engineer
7800,Principal Technical Consultant
7801,Technical Consultant
7802,Implementation Specialist
7803,Web Developer
7804,Freelance Writer
7805,Software Engineer
7806,Travel And Entertainment Intern
7807,Waitress
7808,Secretary
7809,Software Engineer
7810,International Project Engineer
7811,Sr. Software Localization Engineer
7812,Software Engineer
7813,Linguistic Engineer
7814,User Assistance Localization Engineer
7815,Software Engineer
7816,"Senior Software Engineer, Pharmacy at Amazon"
7817,"Senior Software Engineer, Alexa Secure AI Foundations Data Platform"
7818,"Software Engineer, Alexa Secure AI Foundations Data Platform"
7819,Software Engineer
7820,Software Engineer
7821,Senior Software Engineer / Team Lead
7822,Graduate Research Assistant
7823,Financial Software Developer Intern
7824,Student Developer
7825,Visiting Research Student
7826,Teaching Assistant
7827,Senior Machine Learning Engineer
7828,Machine Learning Engineer
7829,Software Development Intern
7830,Web Developer
7831,Web Development Intern
7832,Software Engineer
7833,Software Engineer
7834,Research Assistant
7835,Tutor
7836,Upward Bound Tutor/Counselor 
7837,Webmaster
7838,Software Engineer
7839,Freelance Software Engineer
7840,Software Engineer
7841,Graduate Research Assistant
7842,Creative Designer and Developer
7843,Undergraduate Research Assistant
7844,CIS Intern
7845,Software Developer
7846,UI Engineer
7847,Teaching Assistant
7848,Payroll Specialist
7849,Mathematics Tutor
7850,Student Worker
7851,Student Researcher
7852,Strategic Advisor
7853,Principal Software Engineer
7854,Android Developer
7855,Android Developer
7856,Consultant
7857,Intern Architect
7858,Research Assistant
7859,Student Worker
7860,Teaching Assistant
7861,Associate Architect
7862,Instructor
7863,Software Engineer
7864,Software Engineer (Co-op)
7865,Teaching Assistant
7866,Telephone Campaign Fundraiser
7867,Administrator
7868,Sr. Software QA Engineer
7869,Software QA Engineer
7870,Freelance Software Engineer
7871,Senior Software Engineer
7872,Member of Technical Staff
7873,Software Engineer
7874,Researcher
7875,Computer Science Instructor
7876,Research Assistant and Control System Developer
7877,Lifeguard
7878,Intern
7879,"Office Staff, Swim Instructor, and Lifeguard"
7880,Sr. System/Software Engineer
7881,Sr. Software Engineer
7882,Sr Linux Engineer
7883,Software Director and Co-founder - Uruguay
7884,Computer and Programming Teacher - Uruguay
7885,Software Engineer
7886,Architectual Intern
7887,Assistant Coach
7888,Application Implementation Engineer Intern
7889,Graduate Research Software Engineer - HCI Lab
7890,Software Engineer (through Insight Global)
7891,Software Developer
7892,Frontend Engineer
7893,SDE
7894,Mobile Development Intern
7895,Software Development Engineer Intern
7896,Senior Software Engineer
7897,Software Engineer
7898,Software Engineering Intern
7899,Teaching Assistant
7900,Software Engineering Intern
7901,Software Engineer
7902,Software Engineer - Predix Cloud Applications
7903,Software Engineer Co-op
7904,Software Engineer
7905,Mobile Application Developer (iOS)
7906,Principal Software Engineer/Director of Application Development
7907,Consulting Engineer
7908,Senior Software Engineer
7909,Software Engineer
7910,Summer Institute Fellow
7911,"Course Designer and Student Instructor, Advanced Algorithms"
7912,Course Assistant
7913,IT Technician
7914,"Student Instructor, Data Structures and Algorithms"
7915,Senior Capstone Project in Engineering (SCOPE)
7916,Software Summer Intern
7917,Human Computer Interaction Summer Intern
7918,Student Intern
7919,Software Engineer
7920,Software Engineer Intern
7921,Network Technology and Security Intern
7922,Marketing Intern
7923,Service Officer
7924,Advisory Board Member
7925,Produce Associate
7926,Full-Stack Web Developer
7927,"Front-End, UI Developer"
7928,"Front-End, UI Developer"
7929,Web Developer
7930,Internship
7931,Software Engineer
7932,Software Engineer Co-Op
7933,Venture Capital Research Assistant
7934,iOS Software Engineer Co-Op
7935,Software Engineer / Test Automation Developer Co-Op
7936,Finance Intern
7937,Sr. Software Engineer
7938,Software Engineer(Full-Stack)
7939,Software Engineer
7940,Senior Software Developer
7941,Software Engineer III
7942,Senior Software Engineer (contract)
7943,Senior Software Engineer
7944,Software Engineer
7945,Software Developer
7946,Software Developer
7947,Software Developer
7948,Software Developer
7949,Software Engineer
7950,Software Engineering Intern
7951,China Product Intern
7952,Principal Software Engineer
7953,Software Development Manager
7954,Senior Software Engineer
7955,Software Engineer - Data
7956,Summer Research Student
7957,Business Development Representative
7958,Research Assistant
7959,Director Of Software Development
7960,Senior Software Development Manager
7961,"Software Development Engineer, Test"
7962,Teacher & TA Coordinator
7963,Postdoctoral Fellow
7964,Software Engineer
7965,Software Engineering Intern
7966,Public Opinion Lab Research Associate
7967,Data Products Intern
7968,Junior Developer
7969,Field Intern
7970,Democracy Summer Fellow
7971,Software Test Engineer
